%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.position0,field.position1,field.position2,field.position3,field.velocity0,field.velocity1,field.velocity2,field.velocity3
1649348785032190254,1,1649348785031191825,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785052127447,2,1649348785051174163,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785072537652,3,1649348785071672916,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785092905863,4,1649348785092028141,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785113138029,5,1649348785112309455,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785133529251,6,1649348785132631301,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785154239526,7,1649348785153333425,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785174562420,8,1649348785173687219,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785195275965,9,1649348785194070577,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785215614378,10,1649348785214390993,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785235819339,11,1649348785234824180,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785256334183,12,1649348785255527496,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785276985658,13,1649348785276009321,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785296717514,14,1649348785296013116,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785317781705,15,1649348785316572666,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785338218957,16,1649348785337040185,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785358470324,17,1649348785357277393,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785378644308,18,1649348785377628087,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785398882009,19,1649348785398140907,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785419502062,20,1649348785418515920,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785439280363,21,1649348785438905239,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785459662973,22,1649348785459325551,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785480169365,23,1649348785479805946,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785501136505,24,1649348785500236988,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785521106987,25,1649348785520655155,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785541950325,26,1649348785541065931,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785562687330,27,1649348785561612367,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785582821851,28,1649348785581857204,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785603283447,29,1649348785602516889,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785623678421,30,1649348785622922182,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785644220887,31,1649348785643385887,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785664567004,32,1649348785663759708,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785684697105,33,1649348785684125661,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785705796350,34,1649348785704732179,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785726107292,35,1649348785724807977,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785746379956,36,1649348785746031522,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785767346650,37,1649348785766529560,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785787603466,38,1649348785786827564,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785807968734,39,1649348785807207584,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785828754022,40,1649348785827842235,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785849581781,41,1649348785848643302,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785869490929,42,1649348785868579387,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785890443781,43,1649348785889402627,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785910566536,44,1649348785909476041,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785930985340,45,1649348785930086851,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785951987574,46,1649348785951019048,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785971986188,47,1649348785971071004,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785992746113,48,1649348785992036342,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786013067811,49,1649348786012133359,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786034086641,50,1649348786033051967,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786054364958,51,1649348786053378582,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786074537899,52,1649348786073614835,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786094549875,53,1649348786093453645,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786114904876,54,1649348786113991022,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786135750660,55,1649348786134520530,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786156158985,56,1649348786155071020,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786176259946,57,1649348786175463199,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786196833037,58,1649348786196038484,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786217749310,59,1649348786216500997,base_link,front_left,front_right,rear_left,rear_right,23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348786238111352,60,1649348786237098693,base_link,front_left,front_right,rear_left,rear_right,23504.0,17600.0,21730.0,19383.0,413.0,0.0,404.0,290.0
1649348786258528634,61,1649348786257523059,base_link,front_left,front_right,rear_left,rear_right,23506.0,17603.0,21730.0,19384.0,522.0,388.0,275.0,375.0
1649348786279009986,62,1649348786278049707,base_link,front_left,front_right,rear_left,rear_right,23507.0,17607.0,21732.0,19385.0,496.0,740.0,444.0,362.0
1649348786299568759,63,1649348786298556089,base_link,front_left,front_right,rear_left,rear_right,23508.0,17609.0,21733.0,19386.0,575.0,784.0,482.0,374.0
1649348786320158976,64,1649348786318938016,base_link,front_left,front_right,rear_left,rear_right,23510.0,17609.0,21735.0,19388.0,669.0,645.0,563.0,515.0
1649348786340732452,65,1649348786339804410,base_link,front_left,front_right,rear_left,rear_right,23512.0,17611.0,21736.0,19389.0,725.0,750.0,645.0,547.0
1649348786361129698,66,1649348786360169887,base_link,front_left,front_right,rear_left,rear_right,23514.0,17613.0,21738.0,19391.0,688.0,718.0,727.0,621.0
1649348786381630255,67,1649348786380569696,base_link,front_left,front_right,rear_left,rear_right,23516.0,17615.0,21740.0,19393.0,801.0,788.0,815.0,696.0
1649348786401393677,68,1649348786400497913,base_link,front_left,front_right,rear_left,rear_right,23517.0,17617.0,21742.0,19395.0,779.0,847.0,846.0,760.0
1649348786422087835,69,1649348786421029329,base_link,front_left,front_right,rear_left,rear_right,23519.0,17618.0,21744.0,19396.0,769.0,840.0,840.0,809.0
1649348786442134924,70,1649348786441447019,base_link,front_left,front_right,rear_left,rear_right,23521.0,17620.0,21746.0,19398.0,838.0,909.0,893.0,852.0
1649348786462936914,71,1649348786462073087,base_link,front_left,front_right,rear_left,rear_right,23523.0,17622.0,21748.0,19400.0,851.0,810.0,885.0,857.0
