%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1649348648898770547,162005,1649348648859687942,world,0.0242218170315,0.00374252465554,0.372348427773,0.0338488332927,-0.0555740334094,-0.00280516617931,0.997876763344
1649348648898783755,162006,1649348648859723064,world,0.0239417795092,0.00426343129948,0.372188001871,0.028534470126,-0.0487497784197,-0.00116509280633,0.998402655125
1649348648898802409,162007,1649348648862051055,world,0.0251848734915,0.0047017224133,0.370864152908,0.02116044797,-0.0315952524543,0.000664606166538,0.999276518822
1649348648905635470,162008,1649348648869423977,world,0.026604115963,0.00536617543548,0.372114151716,0.0252603366971,-0.0427998192608,-0.0188993476331,0.99858546257
1649348648915841432,162009,1649348648876928562,world,0.0249414425343,0.00323532707989,0.372438549995,0.0415365882218,-0.0473989024758,-0.000914235773962,0.99801170826
1649348648919575791,162010,1649348648886114024,world,0.0254756566137,0.00334225734696,0.37143650651,0.023763647303,-0.0533122196794,-0.00367171992548,0.998288393021
1649348648919590572,162011,1649348648886154075,world,0.0242742244154,0.0040647527203,0.370393514633,0.0169080998749,-0.0462337769568,-0.00911124795675,0.998746037483
1649348648923166184,162012,1649348648892488815,world,0.0259113069624,0.00456284545362,0.371336817741,0.0141153605655,-0.049899302423,-0.00779123883694,0.998624145985
1649348648931450512,162013,1649348648901241580,world,0.0247962940484,0.0048471596092,0.371790617704,0.0228674281389,-0.0469410456717,-0.00684357667342,0.998612463474
1649348648934779607,162014,1649348648903043665,world,0.0238188169897,0.00344205950387,0.372233003378,0.0260061882436,-0.0775519907475,-0.00340817403048,0.99664324522
1649348648938756262,162015,1649348648909285675,world,0.025472721085,0.00427144952118,0.372566342354,0.0231954008341,-0.0634371489286,-0.00631868932396,0.997696280479
1649348648951255133,162016,1649348648917138366,world,0.0266512092203,0.00379603100009,0.371422320604,0.0224368087947,-0.0505467131734,-0.0155267333612,0.998348891735
1649348648954478427,162017,1649348648925269242,world,0.0253766402602,0.00555137731135,0.372062534094,0.0225094109774,-0.0365879274905,-0.0115645593032,0.99900996685
1649348648958166736,162018,1649348648928493842,world,0.0255438387394,0.00420193374157,0.372485786676,0.0234674066305,-0.0758402273059,-0.0186901707202,0.996668636799
1649348648962431537,162019,1649348648932580103,world,0.0238549932837,0.00432207435369,0.371952205896,0.0246391985565,-0.0515106134117,-0.0014695529826,0.99836742878
1649348648972697024,162020,1649348648942056801,world,0.02452336438,0.00506848609075,0.372923731804,0.032476183027,-0.0455513745546,-0.00727755576372,0.998407423496
1649348648996730474,162021,1649348648965059754,world,0.0242042206228,0.00396640878171,0.370736896992,0.0190591774881,-0.0329539477825,-0.0219560023397,0.999033927917
1649348649008452740,162022,1649348648965149718,world,0.0245676580817,0.00173089362215,0.370481610298,0.0246635135263,-0.0324720852077,-0.0182057581842,0.999002456665
1649348649008489198,162023,1649348648965180780,world,0.0250562112778,0.00398559076712,0.370414614677,0.0108165862039,-0.0550183914602,-0.0101194893941,0.998375475407
1649348649008499441,162024,1649348648971779941,world,0.0237367786467,0.00294899335131,0.372621029615,0.0395981669426,-0.0746129453182,-0.000643041566946,0.996425926685
1649348649011309759,162025,1649348648973282063,world,0.0235551632941,0.00383263477124,0.372361451387,0.0314651690423,-0.0606023743749,0.000628411653452,0.997665822506
1649348649011337647,162026,1649348648974261671,world,0.0257418118417,0.0036486973986,0.370435297489,0.00803527794778,-0.0440830811858,-0.0184068772942,0.998825967312
1649348649011361856,162027,1649348648981674156,world,0.0241195950657,0.00365841225721,0.372165203094,0.0293736793101,-0.0465018004179,-0.0067379088141,0.998463571072
1649348649016590845,162028,1649348648986879004,world,0.0256861560047,0.00191304634791,0.372017621994,0.0427655614913,-0.0584923066199,-0.00954303890467,0.997325837612
1649348649056002669,162029,1649348649025946490,world,0.0258618611842,0.00615473929793,0.371684849262,0.0171350967139,-0.0336677953601,-0.00945845618844,0.999241411686
1649348649059524004,162030,1649348649026065864,world,0.0254180431366,0.00450262939557,0.371593594551,0.0106661757454,-0.0607959590852,-0.0188843719661,0.997914552689
1649348649059549868,162031,1649348649026209554,world,0.0249095596373,0.000994756119326,0.371328651905,0.0215031169355,-0.0209225844592,-0.0382613763213,0.998817265034
1649348649059556682,162032,1649348649026239712,world,0.0239612609148,0.00549885537475,0.372500032187,0.0330904126167,-0.042993567884,-0.00289957551286,0.998523056507
1649348649059601526,162033,1649348649026278995,world,0.0251176077873,0.00479149306193,0.370422840118,0.0140267722309,-0.024551153183,0.0103751970455,0.999546408653
